row_index,label,seed
4,13,13
6,62,13
7,12,13
8,12,13
12,38,13
21,12,13
23,0,13
24,38,13
27,26,13
32,35,13
33,6,13
34,21,13
35,51,13
39,12,13
40,12,13
41,35,13
49,33,13
52,33,13
53,33,13
54,0,13
62,12,13
69,24,13
70,6,13
72,34,13
73,6,13
75,48,13
80,53,13
83,47,13
85,41,13
86,47,13
87,58,13
88,12,13
95,31,13
97,12,13
98,12,13
101,60,13
102,12,13
103,33,13
104,13,13
106,32,13
107,56,13
108,11,13
109,12,13
110,41,13
114,21,13
115,12,13
119,33,13
120,35,13
122,0,13
124,2,13
127,2,13
128,22,13
130,41,13
131,22,13
134,13,13
135,12,13
137,12,13
140,6,13
142,13,13
144,62,13
147,46,13
149,12,13
150,6,13
151,4,13
152,36,13
156,41,13
158,56,13
160,60,13
161,56,13
167,2,13
170,35,13
172,60,13
173,56,13
175,53,13
176,2,13
179,45,13
180,23,13
182,1,13
186,3,13
187,13,13
190,49,13
191,36,13
194,32,13
195,62,13
196,6,13
197,9,13
198,36,13
199,26,13
202,36,13
208,13,13
210,12,13
212,29,13
216,36,13
219,36,13
221,36,13
222,12,13
223,12,13
224,6,13
225,6,13
226,36,13
231,36,13
237,57,13
239,41,13
241,23,13
242,36,13
245,6,13
248,47,13
249,58,13
250,47,13
251,58,13
253,6,13
256,26,13
259,29,13
261,58,13
262,36,13
264,32,13
265,41,13
266,56,13
267,47,13
268,47,13
269,36,13
270,29,13
271,31,13
272,18,13
273,48,13
274,30,13
277,35,13
278,47,13
279,47,13
280,46,13
283,3,13
285,25,13
288,48,13
291,24,13
292,47,13
293,29,13
295,44,13
297,32,13
300,41,13
304,31,13
305,26,13
309,10,13
312,21,13
313,23,13
314,60,13
321,33,13
323,25,13
325,14,13
326,3,13
328,34,13
330,4,13
331,9,13
332,32,13
333,47,13
335,16,13
341,36,13
342,38,13
344,36,13
345,29,13
347,6,13
351,16,13
353,36,13
354,36,13
355,12,13
356,36,13
359,53,13
362,31,13
365,33,13
369,14,13
373,25,13
374,3,13
375,20,13
378,19,13
379,10,13
380,4,13
381,51,13
383,29,13
385,6,13
394,29,13
396,43,13
398,60,13
399,18,13
400,60,13
401,33,13
402,33,13
406,53,13
407,41,13
410,60,13
414,32,13
416,57,13
417,60,13
419,6,13
421,25,13
422,62,13
423,34,13
428,60,13
429,29,13
430,13,13
431,36,13
433,36,13
435,12,13
436,41,13
437,33,13
439,11,13
441,56,13
444,10,13
446,1,13
447,1,13
448,10,13
450,47,13
452,16,13
454,3,13
456,50,13
457,34,13
458,55,13
460,10,13
462,18,13
466,6,13
467,43,13
469,12,13
470,59,13
471,29,13
472,41,13
473,53,13
474,2,13
475,52,13
476,2,13
477,46,13
478,58,13
481,47,13
482,42,13
483,27,13
484,2,13
487,6,13
488,37,13
489,57,13
491,46,13
494,16,13
499,15,13
501,22,13
502,60,13
504,42,13
505,14,13
506,46,13
508,25,13
510,4,13
512,32,13
516,41,13
519,25,13
520,62,13
522,26,13
524,32,13
525,60,13
529,23,13
532,46,13
536,34,13
539,54,13
541,32,13
542,13,13
543,29,13
545,57,13
548,10,13
549,14,13
550,44,13
554,24,13
556,52,13
561,44,13
562,32,13
563,44,13
564,51,13
568,3,13
572,32,13
573,45,13
574,13,13
575,13,13
578,13,13
581,33,13
582,30,13
585,32,13
586,63,13
588,63,13
590,63,13
592,63,13
593,63,13
598,63,13
600,63,13
601,63,13
602,63,13
604,63,13
611,53,13
612,11,13
614,33,13
616,13,13
618,6,13
622,34,13
624,36,13
625,41,13
627,63,13
628,39,13
629,15,13
630,63,13
631,39,13
632,63,13
640,15,13
642,33,13
643,15,13
644,19,13
646,39,13
647,16,13
651,10,13
652,10,13
653,23,13
655,3,13
659,32,13
662,63,13
664,4,13
665,60,13
666,36,13
669,63,13
672,33,13
673,17,13
674,42,13
675,44,13
676,39,13
677,44,13
679,38,13
680,39,13
681,45,13
685,44,13
686,43,13
687,33,13
688,18,13
689,60,13
690,23,13
695,6,13
696,3,13
697,62,13
698,11,13
700,11,13
701,60,13
702,4,13
703,29,13
708,43,13
709,10,13
711,27,13
712,62,13
713,1,13
716,38,13
718,45,13
720,14,13
724,24,13
725,17,13
726,1,13
729,62,13
730,62,13
732,62,13
736,33,13
738,41,13
745,17,13
748,30,13
749,17,13
751,0,13
752,41,13
754,13,13
756,7,13
758,30,13
759,27,13
762,41,13
763,29,13
766,18,13
771,17,13
772,30,13
773,27,13
774,17,13
775,1,13
776,17,13
777,26,13
779,18,13
780,18,13
782,38,13
784,13,13
788,27,13
790,16,13
793,38,13
795,13,13
800,18,13
802,41,13
803,17,13
804,1,13
807,17,13
808,41,13
809,19,13
811,28,13
812,18,13
816,44,13
820,18,13
821,18,13
822,15,13
828,18,13
829,18,13
831,13,13
833,10,13
836,18,13
838,15,13
839,1,13
842,18,13
843,38,13
845,18,13
848,17,13
849,10,13
851,18,13
852,41,13
853,8,13
856,10,13
862,16,13
866,38,13
867,38,13
870,18,13
871,51,13
872,51,13
873,47,13
874,18,13
875,10,13
876,38,13
878,13,13
879,18,13
880,26,13
883,18,13
884,18,13
885,18,13
886,8,13
890,47,13
892,33,13
895,44,13
896,1,13
897,17,13
898,26,13
902,44,13
904,14,13
905,33,13
906,24,13
911,13,13
913,10,13
914,18,13
915,18,13
920,13,13
921,25,13
923,14,13
926,46,13
928,18,13
930,18,13
931,44,13
933,1,13
934,11,13
935,11,13
936,36,13
938,12,13
940,12,13
942,29,13
943,30,13
945,46,13
948,21,13
949,0,13
951,21,13
953,30,13
954,56,13
955,12,13
957,12,13
959,61,13
960,51,13
962,56,13
963,30,13
964,57,13
965,26,13
966,6,13
967,37,13
970,28,13
971,37,13
976,0,13
978,28,13
979,54,13
980,56,13
985,54,13
986,28,13
988,0,13
989,44,13
994,13,13
995,44,13
996,3,13
998,26,13
999,13,13
1000,44,13
1001,49,13
1002,46,13
1003,4,13
1005,62,13
1012,45,13
1013,56,13
1018,28,13
1019,2,13
1020,12,13
1021,28,13
1022,0,13
1024,47,13
1025,36,13
1028,16,13
1029,25,13
1030,3,13
1031,13,13
1032,26,13
1033,45,13
1034,34,13
1035,6,13
1036,4,13
1038,12,13
1039,33,13
1040,26,13
1041,28,13
1043,28,13
1045,28,13
1048,17,13
1050,6,13
1053,28,13
1054,28,13
1057,59,13
1059,46,13
1060,12,13
1061,41,13
1064,12,13
1065,30,13
1068,11,13
1070,25,13
1072,26,13
1075,6,13
1077,36,13
1078,0,13
1081,21,13
1087,16,13
1088,28,13
1090,28,13
1091,21,13
1092,11,13
1096,45,13
1097,28,13
1098,15,13
1099,28,13
1101,56,13
1106,16,13
1108,25,13
1114,6,13
1116,36,13
1117,28,13
1118,21,13
1121,30,13
1122,26,13
1123,16,13
1124,19,13
1126,12,13
1127,19,13
1131,28,13
1137,28,13
1138,28,13
1139,27,13
1141,28,13
1146,15,13
1148,30,13
1152,5,13
1154,42,13
1155,0,13
1162,49,13
1163,49,13
1164,31,13
1165,42,13
1166,26,13
1167,0,13
1169,7,13
1170,7,13
1171,24,13
1173,14,13
1174,7,13
1175,7,13
1176,7,13
1179,7,13
1180,7,13
1181,7,13
1182,7,13
1185,7,13
1186,7,13
1187,12,13
1189,13,13
1190,59,13
1192,22,13
1193,7,13
1194,7,13
1196,24,13
1197,3,13
1199,13,13
1200,24,13
1202,13,13
1203,15,13
1205,24,13
1213,13,13
1215,7,13
1216,7,13
1217,45,13
1219,44,13
1220,13,13
1221,11,13
1222,31,13
1224,50,13
1226,13,13
1227,3,13
1228,13,13
1230,24,13
