row_index,label,seed
4,9,100
6,3,100
7,18,100
8,18,100
12,33,100
21,18,100
23,29,100
24,8,100
27,34,100
32,3,100
33,44,100
34,25,100
35,46,100
39,18,100
40,18,100
41,3,100
49,33,100
52,33,100
53,33,100
54,25,100
62,18,100
69,43,100
70,20,100
72,10,100
73,20,100
75,11,100
80,32,100
83,13,100
85,23,100
86,13,100
87,13,100
88,18,100
95,15,100
97,18,100
98,18,100
101,3,100
102,18,100
103,30,100
104,5,100
106,7,100
107,29,100
108,33,100
109,18,100
110,41,100
114,25,100
115,18,100
119,2,100
120,3,100
122,25,100
124,32,100
127,39,100
128,33,100
130,23,100
131,33,100
134,43,100
135,18,100
137,18,100
140,20,100
142,17,100
144,20,100
147,14,100
149,18,100
150,20,100
151,6,100
152,41,100
156,23,100
158,25,100
160,5,100
161,29,100
167,39,100
170,3,100
172,15,100
173,29,100
175,45,100
176,32,100
179,0,100
180,11,100
182,27,100
186,26,100
187,5,100
190,10,100
191,41,100
194,7,100
195,1,100
196,20,100
197,5,100
198,41,100
199,44,100
202,41,100
208,34,100
210,18,100
212,34,100
216,41,100
219,41,100
221,41,100
222,18,100
223,18,100
224,20,100
225,44,100
226,41,100
231,41,100
237,1,100
239,23,100
241,11,100
242,41,100
245,20,100
248,13,100
249,17,100
250,13,100
251,17,100
253,20,100
256,21,100
259,23,100
261,13,100
262,41,100
264,7,100
265,23,100
266,29,100
267,13,100
268,13,100
269,41,100
270,1,100
271,15,100
272,27,100
273,1,100
274,8,100
277,3,100
278,13,100
279,13,100
280,14,100
283,26,100
285,26,100
288,20,100
291,33,100
292,13,100
293,23,100
295,5,100
297,7,100
300,23,100
304,15,100
305,42,100
309,11,100
312,39,100
313,11,100
314,3,100
321,33,100
323,26,100
325,27,100
326,26,100
328,10,100
330,6,100
331,13,100
332,7,100
333,8,100
335,12,100
341,1,100
342,8,100
344,41,100
345,5,100
347,20,100
351,43,100
353,41,100
354,41,100
355,18,100
356,41,100
359,45,100
362,32,100
365,45,100
369,45,100
373,21,100
374,26,100
375,28,100
378,43,100
379,7,100
380,6,100
381,13,100
383,23,100
385,21,100
394,5,100
396,20,100
398,15,100
399,8,100
400,15,100
401,33,100
402,33,100
406,45,100
407,30,100
410,15,100
414,7,100
416,16,100
417,15,100
419,20,100
421,26,100
422,43,100
423,10,100
428,15,100
429,1,100
430,30,100
431,37,100
433,41,100
435,18,100
436,5,100
437,30,100
439,8,100
441,29,100
444,26,100
446,43,100
447,9,100
448,43,100
450,13,100
452,5,100
454,26,100
456,21,100
457,10,100
458,46,100
460,43,100
462,8,100
466,21,100
467,20,100
469,18,100
470,39,100
471,41,100
472,45,100
473,45,100
474,32,100
475,43,100
476,39,100
477,14,100
478,17,100
481,13,100
482,40,100
483,32,100
484,39,100
487,21,100
488,35,100
489,14,100
491,14,100
494,14,100
499,12,100
501,27,100
502,15,100
504,9,100
505,0,100
506,14,100
508,26,100
510,6,100
512,7,100
516,5,100
519,26,100
520,20,100
522,44,100
524,7,100
525,23,100
529,11,100
532,14,100
536,10,100
539,27,100
541,7,100
542,0,100
543,41,100
545,27,100
548,17,100
549,27,100
550,25,100
554,5,100
556,32,100
561,12,100
562,7,100
563,5,100
564,46,100
568,26,100
572,7,100
573,45,100
574,45,100
575,30,100
578,43,100
581,17,100
582,8,100
585,7,100
586,38,100
588,38,100
590,38,100
592,38,100
593,38,100
598,38,100
600,38,100
601,38,100
602,38,100
604,38,100
611,45,100
612,2,100
614,33,100
616,27,100
618,4,100
622,10,100
624,41,100
625,30,100
627,38,100
628,47,100
629,20,100
630,38,100
631,47,100
632,38,100
640,12,100
642,33,100
643,15,100
644,2,100
646,47,100
647,12,100
651,40,100
652,7,100
653,11,100
655,26,100
659,21,100
662,38,100
664,6,100
665,5,100
666,41,100
669,38,100
672,33,100
673,21,100
674,9,100
675,32,100
676,47,100
677,32,100
679,33,100
680,47,100
681,45,100
685,30,100
686,17,100
687,33,100
688,4,100
689,15,100
690,11,100
695,32,100
696,26,100
697,20,100
698,8,100
700,8,100
701,20,100
702,6,100
703,4,100
708,17,100
709,30,100
711,43,100
712,20,100
713,2,100
716,33,100
718,34,100
720,45,100
724,2,100
725,21,100
726,2,100
729,20,100
730,32,100
732,20,100
736,30,100
738,30,100
745,4,100
748,4,100
749,4,100
751,29,100
752,30,100
754,2,100
756,36,100
758,29,100
759,21,100
762,8,100
763,0,100
766,17,100
771,4,100
772,29,100
773,43,100
774,4,100
775,2,100
776,34,100
777,21,100
779,17,100
780,17,100
782,17,100
784,30,100
788,43,100
790,14,100
793,17,100
795,2,100
800,2,100
802,45,100
803,8,100
804,2,100
807,21,100
808,2,100
809,21,100
811,9,100
812,8,100
816,27,100
820,8,100
821,30,100
822,27,100
828,30,100
829,8,100
831,17,100
833,27,100
836,17,100
838,0,100
839,2,100
842,17,100
843,17,100
845,8,100
848,4,100
849,1,100
851,17,100
852,5,100
853,22,100
856,11,100
862,13,100
866,33,100
867,33,100
870,32,100
871,46,100
872,46,100
873,8,100
874,17,100
875,27,100
876,33,100
878,30,100
879,4,100
880,21,100
883,17,100
884,17,100
885,8,100
886,22,100
890,16,100
892,33,100
895,5,100
896,37,100
897,21,100
898,42,100
902,27,100
904,27,100
905,33,100
906,2,100
911,17,100
913,11,100
914,17,100
915,17,100
920,2,100
921,24,100
923,45,100
926,14,100
928,8,100
930,8,100
931,5,100
933,2,100
934,17,100
935,17,100
936,37,100
938,18,100
940,18,100
942,25,100
943,29,100
945,14,100
948,25,100
949,33,100
951,25,100
953,29,100
954,24,100
955,18,100
957,18,100
959,23,100
960,46,100
962,29,100
963,29,100
964,27,100
965,44,100
966,24,100
967,35,100
970,30,100
971,35,100
976,25,100
978,42,100
979,1,100
980,29,100
985,14,100
986,3,100
988,25,100
989,12,100
994,43,100
995,5,100
996,26,100
998,44,100
999,2,100
1000,12,100
1001,10,100
1002,14,100
1003,6,100
1005,20,100
1012,0,100
1013,29,100
1018,0,100
1019,1,100
1020,18,100
1021,14,100
1022,25,100
1024,27,100
1025,41,100
1028,14,100
1029,26,100
1030,26,100
1031,17,100
1032,44,100
1033,34,100
1034,10,100
1035,26,100
1036,6,100
1038,18,100
1039,33,100
1040,34,100
1041,8,100
1043,33,100
1045,33,100
1048,12,100
1050,24,100
1053,45,100
1054,36,100
1057,39,100
1059,14,100
1060,18,100
1061,45,100
1064,18,100
1065,29,100
1068,1,100
1070,26,100
1072,44,100
1075,26,100
1077,24,100
1078,45,100
1081,41,100
1087,14,100
1088,45,100
1090,45,100
1091,25,100
1092,8,100
1096,45,100
1097,2,100
1098,5,100
1099,45,100
1101,9,100
1106,1,100
1108,26,100
1114,26,100
1116,37,100
1117,30,100
1118,39,100
1121,29,100
1122,34,100
1123,14,100
1124,21,100
1126,18,100
1127,7,100
1131,45,100
1137,42,100
1138,5,100
1139,1,100
1141,36,100
1146,1,100
1148,29,100
1152,23,100
1154,40,100
1155,25,100
1162,10,100
1163,10,100
1164,33,100
1165,32,100
1166,34,100
1167,30,100
1169,0,100
1170,25,100
1171,45,100
1173,30,100
1174,36,100
1175,0,100
1176,34,100
1179,36,100
1180,36,100
1181,34,100
1182,17,100
1185,27,100
1186,34,100
1187,18,100
1189,13,100
1190,5,100
1192,27,100
1193,40,100
1194,36,100
1196,45,100
1197,26,100
1199,27,100
1200,45,100
1202,45,100
1203,36,100
1205,45,100
1213,27,100
1215,36,100
1216,36,100
1217,0,100
1219,27,100
1220,13,100
1221,8,100
1222,46,100
1224,27,100
1226,27,100
1227,26,100
1228,13,100
1230,45,100
1232,44,100
1235,45,100
1241,6,100
1246,12,100
1247,23,100
1248,26,100
1250,6,100
1253,8,100
1255,28,100
1256,31,100
1257,10,100
1260,8,100
1261,26,100
1262,8,100
1266,26,100
1270,6,100
1272,25,100
1274,31,100
1275,26,100
1276,10,100
1277,6,100
1278,46,100
1281,46,100
1282,26,100
1285,46,100
1288,46,100
1289,8,100
1290,16,100
1291,46,100
1292,46,100
1295,46,100
1296,46,100
1297,46,100
1298,46,100
1300,46,100
1302,39,100
1305,39,100
1308,5,100
1309,5,100
1311,35,100
1314,36,100
1315,35,100
1317,42,100
1318,1,100
1319,5,100
1322,17,100
1323,28,100
1325,16,100
1326,32,100
1327,35,100
1328,27,100
1330,27,100
1332,36,100
1334,43,100
1340,32,100
1343,43,100
1346,10,100
1347,16,100
1348,5,100
1349,5,100
1350,32,100
1351,29,100
1356,43,100
1357,14,100
1361,32,100
1362,5,100
1364,32,100
1366,2,100
1368,18,100
1370,40,100
1371,17,100
1372,23,100
1373,27,100
1380,25,100
1384,34,100
1385,11,100
1386,12,100
1387,9,100
1388,27,100
1389,8,100
1390,16,100
1392,29,100
1393,27,100
1394,40,100
1397,33,100
1399,25,100
1400,37,100
1402,27,100
1404,26,100
1406,1,100
1409,39,100
1410,3,100
1413,29,100
1414,34,100
1418,2,100
1419,18,100
1422,11,100
1424,25,100
1427,36,100
1428,36,100
1430,33,100
1433,14,100
1434,15,100
1437,5,100
1438,5,100
1441,24,100
1442,5,100
1443,27,100
1444,17,100
1445,24,100
1447,36,100
1448,15,100
1449,24,100
1452,24,100
1453,31,100
1456,24,100
1457,31,100
1458,31,100
1463,24,100
1464,31,100
1465,42,100
1469,31,100
1470,28,100
1472,28,100
1477,46,100
1478,3,100
1479,28,100
1480,28,100
1482,5,100
1483,9,100
1484,12,100
1485,39,100
1486,28,100
1489,26,100
1490,24,100
1491,13,100
1498,3,100
1499,26,100
1500,9,100
1501,46,100
1503,9,100
1506,42,100
1507,36,100
1512,43,100
1513,34,100
1517,36,100
1518,8,100
1519,26,100
1520,28,100
1522,41,100
1523,17,100
1529,24,100
1531,11,100
1534,31,100
1536,24,100
1540,11,100
1543,11,100
1546,12,100
1549,24,100
1550,24,100
1551,24,100
1554,24,100
1556,24,100
1557,11,100
1558,9,100
1563,11,100
1566,34,100
1568,2,100
1570,36,100
1572,27,100
1574,30,100
1575,25,100
1576,46,100
1578,36,100
1579,36,100
1580,45,100
1581,24,100
1583,33,100
1584,18,100
1586,44,100
1588,0,100
1590,36,100
1592,36,100
1594,0,100
1598,32,100
1599,36,100
1602,36,100
1603,0,100
1604,30,100
1606,8,100
1608,17,100
1612,36,100
1618,34,100
1621,27,100
1623,46,100
1624,17,100
1627,36,100
1632,36,100
1633,36,100
1638,0,100
1639,36,100
1640,17,100
1641,36,100
1644,36,100
1647,36,100
1653,36,100
1654,36,100
1655,11,100
1661,37,100
1664,18,100
1666,25,100
1668,15,100
1670,11,100
1671,25,100
