feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_pca256_lexical_w003,MiniBatchKMeans,64,100000,10000,100.0,64,0.03217719867825508,-0.09481944888830185,4.420009768144568,17.050535450799533,23216638.0,66.92,-0.09478846490383147,-0.061759522184729576,-0.03005710244178772,0.027642864268273115,0.23217141926288606,9.025,20.877000000000002,30.636999999999997,77,630.5,9025,0.8608505053404486,0.5807859375,3,28,0,42,2,
