row_index,label,seed
4,44,13
6,13,13
7,38,13
8,38,13
12,22,13
21,38,13
23,15,13
24,22,13
27,1,13
32,43,13
33,4,13
34,37,13
35,34,13
39,38,13
40,38,13
41,43,13
49,21,13
52,21,13
53,21,13
54,37,13
62,30,13
69,41,13
70,4,13
72,39,13
73,4,13
75,37,13
80,16,13
83,32,13
85,46,13
86,5,13
87,5,13
88,38,13
95,11,13
97,30,13
98,38,13
101,47,13
102,38,13
103,21,13
104,17,13
106,40,13
107,44,13
108,14,13
109,38,13
110,15,13
114,33,13
115,38,13
119,21,13
120,43,13
122,37,13
124,42,13
127,0,13
128,2,13
130,17,13
131,21,13
134,17,13
135,38,13
137,38,13
140,4,13
142,5,13
144,13,13
147,23,13
149,38,13
150,4,13
151,18,13
152,42,13
156,46,13
158,37,13
160,47,13
161,44,13
167,0,13
170,43,13
172,47,13
173,44,13
175,16,13
176,42,13
179,12,13
180,20,13
182,12,13
186,9,13
187,26,13
190,39,13
191,42,13
194,40,13
195,33,13
196,4,13
197,46,13
198,42,13
199,1,13
202,42,13
208,45,13
210,38,13
212,46,13
216,42,13
219,42,13
221,42,13
222,38,13
223,38,13
224,4,13
225,4,13
226,42,13
231,42,13
237,44,13
239,47,13
241,20,13
242,42,13
245,4,13
248,32,13
249,5,13
250,32,13
251,5,13
253,4,13
256,1,13
259,46,13
261,34,13
262,34,13
264,40,13
265,17,13
266,37,13
267,34,13
268,34,13
269,42,13
270,46,13
271,11,13
272,7,13
273,45,13
274,34,13
277,43,13
278,34,13
279,34,13
280,23,13
283,9,13
285,9,13
288,45,13
291,16,13
292,33,13
293,46,13
295,47,13
297,40,13
300,17,13
304,11,13
305,1,13
309,44,13
312,42,13
313,20,13
314,47,13
321,21,13
323,9,13
325,15,13
326,9,13
328,39,13
330,18,13
331,34,13
332,40,13
333,34,13
335,46,13
341,42,13
342,22,13
344,42,13
345,46,13
347,4,13
351,23,13
353,42,13
354,42,13
355,38,13
356,42,13
359,16,13
362,11,13
365,21,13
369,11,13
373,28,13
374,9,13
375,19,13
378,44,13
379,40,13
380,18,13
381,15,13
383,46,13
385,4,13
394,46,13
396,41,13
398,47,13
399,5,13
400,47,13
401,17,13
402,21,13
406,16,13
407,17,13
410,47,13
414,40,13
416,27,13
417,47,13
419,4,13
421,9,13
422,13,13
423,39,13
428,47,13
429,46,13
430,17,13
431,42,13
433,42,13
435,38,13
436,24,13
437,21,13
439,15,13
441,37,13
444,37,13
446,24,13
447,24,13
448,12,13
450,32,13
452,41,13
454,9,13
456,13,13
457,39,13
458,37,13
460,44,13
462,7,13
466,4,13
467,13,13
469,38,13
470,33,13
471,46,13
472,17,13
473,16,13
474,17,13
475,41,13
476,0,13
477,23,13
478,44,13
481,32,13
482,2,13
483,14,13
484,0,13
487,4,13
488,32,13
489,23,13
491,23,13
494,23,13
499,8,13
501,2,13
502,47,13
504,33,13
505,22,13
506,23,13
508,9,13
510,18,13
512,40,13
516,24,13
519,9,13
520,13,13
522,1,13
524,40,13
525,47,13
529,20,13
532,23,13
536,39,13
539,41,13
541,40,13
542,12,13
543,42,13
545,27,13
548,44,13
549,21,13
550,0,13
554,46,13
556,41,13
561,8,13
562,40,13
563,24,13
564,26,13
568,9,13
572,40,13
573,29,13
574,17,13
575,17,13
578,21,13
581,21,13
582,34,13
585,40,13
586,6,13
588,6,13
590,6,13
592,6,13
593,6,13
598,6,13
600,6,13
601,6,13
602,6,13
604,6,13
611,16,13
612,17,13
614,14,13
616,17,13
618,4,13
622,39,13
624,42,13
625,17,13
627,6,13
628,6,13
629,8,13
630,6,13
631,6,13
632,6,13
640,8,13
642,21,13
643,8,13
644,10,13
646,6,13
647,27,13
651,15,13
652,15,13
653,20,13
655,9,13
659,40,13
662,6,13
664,18,13
665,47,13
666,42,13
669,6,13
672,17,13
673,36,13
674,24,13
675,22,13
676,6,13
677,47,13
679,22,13
680,6,13
681,17,13
685,45,13
686,22,13
687,17,13
688,37,13
689,47,13
690,20,13
695,4,13
696,9,13
697,13,13
698,9,13
700,7,13
701,47,13
702,18,13
703,46,13
708,22,13
709,33,13
711,14,13
712,36,13
713,17,13
716,22,13
718,22,13
720,41,13
724,17,13
725,36,13
726,17,13
729,13,13
730,36,13
732,13,13
736,36,13
738,17,13
745,7,13
748,34,13
749,36,13
751,15,13
752,17,13
754,17,13
756,29,13
758,34,13
759,1,13
762,17,13
763,46,13
766,36,13
771,36,13
772,34,13
773,14,13
774,7,13
775,17,13
776,36,13
777,1,13
779,17,13
780,22,13
782,22,13
784,17,13
788,17,13
790,23,13
793,17,13
795,17,13
800,36,13
802,17,13
803,36,13
804,17,13
807,7,13
808,17,13
809,28,13
811,36,13
812,36,13
816,0,13
820,36,13
821,36,13
822,8,13
828,36,13
829,22,13
831,17,13
833,37,13
836,7,13
838,8,13
839,17,13
842,22,13
843,22,13
845,36,13
848,36,13
849,44,13
851,7,13
852,15,13
853,31,13
856,44,13
862,15,13
866,14,13
867,22,13
870,36,13
871,26,13
872,26,13
873,34,13
874,36,13
875,22,13
876,22,13
878,17,13
879,36,13
880,1,13
883,36,13
884,36,13
885,7,13
886,31,13
890,32,13
892,17,13
895,26,13
896,10,13
897,36,13
898,1,13
902,24,13
904,26,13
905,21,13
906,16,13
911,17,13
913,44,13
914,36,13
915,17,13
920,17,13
921,25,13
923,0,13
926,23,13
928,7,13
930,7,13
931,0,13
933,17,13
934,17,13
935,17,13
936,42,13
938,38,13
940,30,13
942,37,13
943,34,13
945,23,13
948,33,13
949,15,13
951,37,13
953,34,13
954,37,13
955,38,13
957,38,13
959,10,13
960,26,13
962,37,13
963,34,13
964,35,13
965,1,13
966,4,13
967,32,13
970,12,13
971,32,13
976,37,13
978,35,13
979,41,13
980,37,13
985,41,13
986,45,13
988,37,13
989,45,13
994,12,13
995,15,13
996,9,13
998,1,13
999,17,13
1000,28,13
1001,39,13
1002,23,13
1003,18,13
1005,28,13
1012,15,13
1013,37,13
1018,35,13
1019,46,13
1020,38,13
1021,35,13
1022,37,13
1024,11,13
1025,28,13
1028,23,13
1029,9,13
1030,9,13
1031,5,13
1032,1,13
1033,12,13
1034,39,13
1035,4,13
1036,18,13
1038,30,13
1039,22,13
1040,45,13
1041,12,13
1043,12,13
1045,12,13
1048,36,13
1050,4,13
1053,3,13
1054,12,13
1057,33,13
1059,23,13
1060,38,13
1061,3,13
1064,38,13
1065,34,13
1068,15,13
1070,9,13
1072,1,13
1075,4,13
1077,42,13
1078,15,13
1081,42,13
1087,23,13
1088,35,13
1090,35,13
1091,33,13
1092,15,13
1096,3,13
1097,12,13
1098,8,13
1099,35,13
1101,44,13
1106,15,13
1108,9,13
1114,4,13
1116,42,13
1117,35,13
1118,33,13
1121,34,13
1122,45,13
1123,23,13
1124,44,13
1126,38,13
1127,22,13
1131,12,13
1137,12,13
1138,12,13
1139,12,13
1141,29,13
1146,12,13
1148,34,13
1152,10,13
1154,2,13
1155,37,13
1162,39,13
1163,39,13
1164,30,13
1165,45,13
1166,1,13
1167,15,13
1169,29,13
1170,29,13
1171,16,13
1173,0,13
1174,29,13
