feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_768_l2,MiniBatchKMeans,48,100000,10000,100.0,48,0.07736653089523315,0.05341801792383194,3.2011511352594937,138.38427965061092,26409.4765625,42.46,-0.1352687105536461,-0.060878416523337364,0.02454341296106577,0.13225914165377617,0.4371561199426652,3.952,11.415000000000001,18.048000000000002,532,2134.5,3952,0.9766460568327981,0.23453374999999999,0,0,2,16,0,
