feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_pca128_only,MiniBatchKMeans,48,100000,10000,100.0,48,0.08729415386915207,-0.027172699570655823,4.232726218433313,38.391416061612645,10917804.0,37.12,-0.05797504112124443,-0.022490154951810837,0.025493493303656578,0.11469079181551933,0.34575269818305976,5.405,14.019,21.858,577,1826.5,5405,0.9620310892860454,0.3057183333333333,0,0,0,24,1,
