feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_pca256_lexical_w010,MiniBatchKMeans,32,100000,10000,100.0,32,-0.004401477053761482,-0.12021933495998383,5.300209689803478,18.876200031112987,24344960.0,80.63,-0.10482299998402594,-0.072179414331913,-0.044333549216389656,-0.014461912913247943,0.08277669474482544,21.038999999999998,46.592,64.02799999999999,2,944.5,21039,0.7486848439880968,0.6880481249999999,6,10,0,23,2,
