row_index,label,seed
4,3,100
6,43,100
7,24,100
8,47,100
12,31,100
21,47,100
23,27,100
24,19,100
27,45,100
32,6,100
33,18,100
34,39,100
35,37,100
39,47,100
40,24,100
41,6,100
49,31,100
52,41,100
53,20,100
54,39,100
62,24,100
69,3,100
70,42,100
72,46,100
73,42,100
75,16,100
80,6,100
83,23,100
85,0,100
86,44,100
87,44,100
88,24,100
95,6,100
97,4,100
98,47,100
101,6,100
102,24,100
103,4,100
104,0,100
106,37,100
107,27,100
108,31,100
109,24,100
110,25,100
114,39,100
115,24,100
119,12,100
120,6,100
122,39,100
124,14,100
127,21,100
128,20,100
130,0,100
131,20,100
134,14,100
135,47,100
137,47,100
140,42,100
142,31,100
144,43,100
147,13,100
149,24,100
150,42,100
151,7,100
152,2,100
156,0,100
158,39,100
160,28,100
161,27,100
167,21,100
170,6,100
172,0,100
173,27,100
175,38,100
176,14,100
179,30,100
180,5,100
182,23,100
186,10,100
187,3,100
190,35,100
191,25,100
194,19,100
195,14,100
196,42,100
197,23,100
198,2,100
199,18,100
202,27,100
208,29,100
210,24,100
212,29,100
216,2,100
219,2,100
221,27,100
222,24,100
223,47,100
224,42,100
225,18,100
226,2,100
231,21,100
237,23,100
239,0,100
241,5,100
242,2,100
245,42,100
248,34,100
249,19,100
250,34,100
251,19,100
253,42,100
256,15,100
259,0,100
261,44,100
262,27,100
264,19,100
265,0,100
266,27,100
267,44,100
268,44,100
269,2,100
270,28,100
271,22,100
272,1,100
273,16,100
274,19,100
277,6,100
278,44,100
279,44,100
280,13,100
283,10,100
285,17,100
288,42,100
291,31,100
292,44,100
293,0,100
295,28,100
297,19,100
300,0,100
304,6,100
305,45,100
309,5,100
312,21,100
313,5,100
314,6,100
321,41,100
323,17,100
325,23,100
326,10,100
328,46,100
330,7,100
331,34,100
332,19,100
333,44,100
335,30,100
341,2,100
342,12,100
344,2,100
345,28,100
347,42,100
351,43,100
353,21,100
354,21,100
355,24,100
356,2,100
359,38,100
362,3,100
365,28,100
369,3,100
373,18,100
374,10,100
375,17,100
378,14,100
379,16,100
380,7,100
381,44,100
383,0,100
385,18,100
394,28,100
396,42,100
398,0,100
399,19,100
400,6,100
401,41,100
402,20,100
406,38,100
407,41,100
410,6,100
414,19,100
416,8,100
417,28,100
419,42,100
421,17,100
422,14,100
423,46,100
428,6,100
429,11,100
430,0,100
431,2,100
433,21,100
435,47,100
436,0,100
437,41,100
439,19,100
441,27,100
444,16,100
446,34,100
447,23,100
448,3,100
450,44,100
452,23,100
454,10,100
456,15,100
457,46,100
458,2,100
460,14,100
462,37,100
466,18,100
467,42,100
469,47,100
470,21,100
471,19,100
472,41,100
473,38,100
474,28,100
475,14,100
476,21,100
477,43,100
478,23,100
481,34,100
482,16,100
483,14,100
484,21,100
487,15,100
488,34,100
489,13,100
491,13,100
494,43,100
499,29,100
501,3,100
502,6,100
504,21,100
505,3,100
506,34,100
508,17,100
510,7,100
512,19,100
516,23,100
519,17,100
520,42,100
522,18,100
524,19,100
525,0,100
529,5,100
532,13,100
536,46,100
539,40,100
541,19,100
542,3,100
543,39,100
545,40,100
548,16,100
549,3,100
550,39,100
554,3,100
556,6,100
561,29,100
562,19,100
563,28,100
564,2,100
568,10,100
572,19,100
573,31,100
574,3,100
575,41,100
578,3,100
581,31,100
582,19,100
585,19,100
586,36,100
588,36,100
590,36,100
592,36,100
593,36,100
598,36,100
600,36,100
601,36,100
602,36,100
604,36,100
611,38,100
612,25,100
614,20,100
616,23,100
618,11,100
622,46,100
624,25,100
625,25,100
627,36,100
628,22,100
629,1,100
630,36,100
631,22,100
632,36,100
640,1,100
642,20,100
643,1,100
644,25,100
646,22,100
647,30,100
651,25,100
652,25,100
653,5,100
655,10,100
659,15,100
662,36,100
664,7,100
665,0,100
666,2,100
669,36,100
672,4,100
673,15,100
674,23,100
675,11,100
676,22,100
677,1,100
679,12,100
680,22,100
681,41,100
685,0,100
686,31,100
687,20,100
688,9,100
689,6,100
690,5,100
695,11,100
696,10,100
697,42,100
698,19,100
700,27,100
701,42,100
702,7,100
703,29,100
708,31,100
709,25,100
711,14,100
712,11,100
713,25,100
716,12,100
