variant,algorithm,feature_space,fit_n_rows,eval_n_rows,is_sample_run,n_total_dims,n_text_dims,n_aux_dims,aux_groups,aux_weight,coverage_pct,n_clusters,silhouette,silhouette_metric,silhouette_sample_size,dbi,notes
text_pca64_lexical_calendar_publisher_stock,clara_k8,text_pca64_lexical_calendar_publisher_stock,15000,15000,True,212,64,148,lexical+calendar+publisher+stock,0.3,100.0,8,0.018960168585181236,cosine,10000,6.027983446675291,CLARA true via sklearn_extra.cluster.CLARA; n_sampling=2048; n_sampling_iter=5
