feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_pca128_lexical_w005_l2,MiniBatchKMeans,48,100000,10000,100.0,48,0.08312338590621948,0.053969889879226685,4.1711230671166435,45.216431292929656,82941.484375,37.72,-0.05940107703208923,-0.024127131793648005,0.025186287239193916,0.1108244676142931,0.3348766893148422,5.2589999999999995,14.241000000000001,20.982,528,2038.0,5259,0.9648752187037217,0.29184875,0,0,0,25,0,
