row_index,label
0,14
1,8
2,13
3,27
4,26
5,14
6,6
7,27
8,27
9,27
10,27
11,14
12,14
13,27
14,13
15,14
16,14
17,14
18,3
19,27
20,27
21,27
22,16
23,19
24,14
25,19
26,6
27,13
28,29
29,16
30,7
31,6
32,6
33,1
34,16
35,23
36,1
37,14
38,1
39,27
40,27
41,6
42,1
43,27
44,27
45,8
46,27
47,0
48,1
49,7
50,4
51,27
52,7
53,7
54,16
55,6
56,16
57,14
58,4
59,27
60,14
61,16
62,27
63,6
64,3
65,26
66,26
67,1
68,9
69,11
70,1
71,9
72,24
73,1
74,9
75,29
76,17
77,29
78,17
79,30
80,31
81,6
82,16
83,3
84,5
85,0
86,17
87,26
88,27
89,2
90,5
91,11
92,27
93,11
94,27
95,6
96,27
97,27
98,27
99,14
100,16
101,6
102,27
103,7
104,7
105,27
106,29
107,29
108,3
109,27
110,19
111,6
112,7
113,14
114,16
115,27
116,7
117,26
118,29
119,7
120,6
121,5
122,16
123,8
124,6
125,6
126,23
127,2
128,14
129,7
130,7
131,7
132,22
133,7
134,11
135,27
136,27
137,27
138,6
139,27
140,1
141,9
142,26
143,1
144,6
145,24
146,13
147,30
148,30
149,27
150,1
151,9
152,8
153,26
154,26
155,6
156,0
157,7
158,16
159,14
160,19
161,29
162,27
163,31
164,23
165,5
166,7
167,2
168,7
169,27
170,6
171,26
172,2
173,29
174,14
175,31
176,6
177,31
178,12
179,12
180,5
181,27
182,2
183,11
184,23
185,9
186,9
187,26
188,13
189,13
190,24
191,8
192,1
193,9
194,14
195,11
196,1
197,0
198,8
199,13
200,13
201,27
202,8
203,1
204,1
205,8
206,8
207,8
208,0
209,8
210,27
211,27
212,0
213,8
214,8
215,8
216,8
217,17
218,8
219,8
220,8
221,8
222,27
223,27
224,1
225,1
226,8
227,1
228,0
229,1
230,8
231,8
232,1
233,6
234,8
235,27
236,7
237,26
238,26
239,4
240,6
241,5
242,8
243,5
244,23
245,1
246,1
247,27
248,3
249,26
250,3
251,26
252,23
253,1
254,9
255,9
256,13
257,23
258,7
259,0
260,17
261,26
262,17
263,0
264,14
265,7
266,16
267,17
268,17
269,8
270,0
271,23
272,5
273,29
274,17
275,28
276,3
277,6
278,17
279,17
280,30
281,1
282,16
283,9
284,26
285,9
286,6
287,24
288,29
289,9
290,3
291,31
292,23
293,0
294,5
295,6
296,0
297,14
298,14
299,7
300,4
301,12
302,27
303,0
304,11
305,13
306,27
307,7
308,7
309,29
310,7
311,6
312,8
313,5
314,6
315,6
316,29
317,25
318,3
319,31
320,31
321,7
322,13
323,9
324,22
325,12
326,9
327,13
328,24
329,3
330,9
331,17
332,14
333,17
334,0
335,0
336,14
337,0
338,8
339,3
340,3
341,8
342,5
343,6
344,8
345,0
346,0
347,1
348,8
349,4
350,31
351,30
352,8
353,31
354,8
355,27
356,8
357,7
358,7
359,31
360,13
361,17
362,23
363,26
364,7
365,7
366,7
367,2
368,5
369,23
370,1
371,13
372,21
373,1
374,9
375,21
376,9
377,13
378,11
379,29
380,9
381,23
382,27
383,0
384,13
385,1
386,7
387,8
388,1
389,1
390,2
391,1
392,13
393,8
394,0
395,11
396,11
397,7
398,2
399,5
400,6
401,7
402,7
403,29
404,19
405,5
406,31
407,7
408,7
409,7
410,6
411,2
412,26
413,27
414,14
415,14
416,25
417,4
418,11
419,1
420,1
421,9
422,6
423,24
424,14
425,9
426,0
427,8
428,6
429,0
430,0
431,8
432,0
433,8
434,0
435,27
436,19
437,7
438,19
439,26
440,7
441,16
442,2
443,22
444,29
445,13
446,23
447,23
448,29
449,16
450,3
451,9
452,11
453,1
454,9
455,21
456,1
457,24
458,16
459,9
460,29
461,8
462,5
463,7
464,12
465,4
466,1
467,1
468,1
469,27
470,2
471,0
472,7
473,31
474,6
475,11
476,2
477,30
478,26
479,0
480,3
481,3
482,29
483,6
484,2
485,31
486,30
487,1
488,3
489,30
490,30
491,30
492,1
493,30
494,30
495,27
496,27
497,27
498,16
499,3
500,5
501,23
502,6
503,23
504,19
505,14
506,30
507,9
508,9
509,24
510,9
511,8
512,14
513,7
514,31
515,29
516,19
517,5
518,9
519,9
520,6
521,24
522,13
523,9
524,14
525,2
526,31
527,29
528,3
529,5
530,26
531,2
532,30
533,9
534,9
535,30
536,24
537,26
538,9
539,19
540,2
541,14
542,12
543,8
544,10
545,25
546,2
547,7
548,29
549,26
550,2
551,17
552,7
553,5
554,0
555,2
556,11
557,12
558,9
559,5
560,9
561,19
562,14
563,19
564,23
565,22
566,4
567,14
568,9
569,17
570,9
571,17
572,14
573,28
574,7
575,26
576,0
577,2
578,7
579,23
580,14
581,7
582,17
583,29
584,25
585,14
586,10
587,10
588,10
589,10
590,10
591,10
592,10
593,10
594,10
595,10
