row_index,label
0,12
1,3
2,11
3,24
4,13
5,0
6,15
7,24
8,24
9,24
10,24
11,0
12,0
13,24
14,11
15,29
16,0
17,9
18,2
19,24
20,24
21,24
22,16
23,1
24,0
25,25
26,15
27,11
28,1
29,11
30,12
31,15
32,15
33,17
34,10
35,9
36,17
37,9
38,17
39,24
40,24
41,15
42,17
43,24
44,24
45,3
46,24
47,31
48,17
49,0
50,24
51,24
52,0
53,0
54,16
55,3
56,16
57,0
58,9
59,24
60,0
61,16
62,24
63,11
64,21
65,9
66,9
67,17
68,18
69,9
70,17
71,5
72,26
73,17
74,14
75,1
76,21
77,1
78,21
79,7
80,19
81,15
82,16
83,21
84,27
85,31
86,21
87,21
88,24
89,15
90,8
91,15
92,24
93,15
94,24
95,15
96,24
97,24
98,24
99,4
100,16
101,15
102,24
103,0
104,13
105,24
106,4
107,1
108,0
109,24
110,9
111,15
112,15
113,0
114,10
115,24
116,12
117,21
118,1
119,21
120,15
121,27
122,10
123,31
124,15
125,15
126,10
127,31
128,12
129,0
130,15
131,2
132,2
133,12
134,7
135,24
136,24
137,24
138,15
139,24
140,17
141,18
142,9
143,17
144,7
145,26
146,11
147,7
148,7
149,24
150,17
151,14
152,3
153,21
154,21
155,7
156,31
157,19
158,16
159,4
160,15
161,1
162,24
163,19
164,10
165,8
166,12
167,31
168,0
169,24
170,15
171,1
172,15
173,1
174,8
175,19
176,3
177,19
178,7
179,7
180,27
181,24
182,23
183,28
184,23
185,5
186,18
187,9
188,17
189,11
190,26
191,3
192,17
193,14
194,4
195,28
196,17
197,31
198,3
199,17
200,17
201,24
202,3
203,17
204,5
205,3
206,3
207,3
208,17
209,3
210,24
211,24
212,3
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,3
222,24
223,24
224,17
225,17
226,3
227,17
228,31
229,17
230,3
231,3
232,17
233,15
234,3
235,24
236,12
237,23
238,9
239,15
240,3
241,27
242,3
243,12
244,21
245,17
246,17
247,24
248,21
249,9
250,21
251,9
252,10
253,17
254,18
255,5
256,11
257,15
258,23
259,3
260,21
261,21
262,3
263,3
264,4
265,13
266,16
267,21
268,21
269,3
270,25
271,13
272,8
273,1
274,8
275,22
276,21
277,15
278,21
279,21
280,11
281,17
282,16
283,18
284,1
285,5
286,11
287,26
288,1
289,14
290,10
291,19
292,21
293,3
294,27
295,15
296,31
297,4
298,4
299,13
300,15
301,23
302,24
303,15
304,15
305,25
306,24
307,19
308,13
309,1
310,12
311,15
312,3
313,27
314,15
315,3
316,1
317,23
318,21
319,19
320,19
321,7
322,11
323,5
324,23
325,23
326,18
327,11
328,26
329,21
330,14
331,16
332,4
333,21
334,31
335,21
336,4
337,3
338,3
339,21
340,2
341,3
342,8
343,15
344,3
345,31
346,15
347,17
348,3
349,13
350,12
351,7
352,3
353,19
354,3
355,24
356,3
357,0
358,13
359,19
360,11
361,9
362,7
363,9
364,12
365,12
366,12
367,15
368,27
369,7
370,17
371,11
372,30
373,17
374,18
375,30
376,5
377,11
378,21
379,1
380,14
381,21
382,24
383,3
384,17
385,17
386,12
387,3
388,17
389,17
390,12
391,17
392,17
393,3
394,31
395,2
396,17
397,12
398,15
399,8
400,15
401,12
402,0
403,1
404,15
405,27
406,19
407,12
408,15
409,0
410,15
411,15
412,21
413,0
414,4
415,0
416,23
417,15
418,15
419,17
420,5
421,5
422,28
423,26
424,4
425,14
426,31
427,3
428,15
429,3
430,12
431,3
432,4
433,3
434,31
435,24
436,13
437,12
438,13
439,9
440,0
441,16
442,15
443,5
444,1
445,11
446,21
447,4
448,1
449,16
450,21
451,5
452,31
453,17
454,18
455,30
456,11
457,26
458,16
459,14
460,1
461,3
462,8
463,12
464,0
465,13
466,17
467,17
468,17
469,24
470,10
471,31
472,12
473,19
474,15
475,29
476,31
477,7
478,9
479,31
480,2
481,21
482,1
483,28
484,31
485,19
486,7
487,17
488,2
489,7
490,29
491,7
492,5
493,7
494,7
495,24
496,24
497,24
498,16
499,25
500,27
501,2
502,15
503,10
504,10
505,8
506,11
507,5
508,5
509,26
510,14
511,31
512,4
513,19
514,19
515,1
516,13
517,27
518,18
519,5
520,17
521,26
522,11
523,14
524,4
525,15
526,19
527,1
528,21
529,27
530,9
531,0
532,7
533,5
534,18
535,7
536,26
537,11
538,14
539,29
540,10
541,4
542,12
543,3
544,20
545,23
546,21
547,25
548,1
549,19
550,10
551,13
552,21
553,27
554,9
555,31
556,29
557,1
558,18
559,11
560,14
561,23
562,4
563,13
564,23
565,4
566,3
567,4
568,18
569,5
570,14
571,8
572,4
573,22
574,11
575,9
576,31
577,31
578,21
579,9
580,0
581,12
582,8
583,1
584,25
585,4
586,20
587,20
588,20
589,20
590,20
591,20
592,20
593,20
594,20
595,20
596,20
597,20
598,20
599,20
600,20
601,20
602,20
603,20
604,20
605,20
606,20
607,3
608,3
609,3
610,17
611,19
612,9
613,27
614,0
615,0
616,2
617,13
618,17
619,28
620,17
621,5
622,26
623,7
624,3
625,19
626,20
627,20
628,20
629,25
630,20
631,20
632,20
633,17
634,20
635,13
636,20
637,19
638,20
639,7
640,25
641,31
642,0
643,25
644,13
645,9
646,20
647,23
648,12
649,20
650,20
651,1
652,1
653,27
654,10
655,18
656,8
657,28
658,8
659,4
660,5
661,26
662,20
663,10
664,14
665,15
666,3
667,0
668,20
669,20
670,1
671,9
672,0
673,7
674,23
675,0
676,20
677,15
678,20
679,0
680,20
681,12
682,12
683,29
684,3
685,1
686,8
687,12
688,8
689,15
690,27
691,0
692,8
693,15
694,16
695,17
696,18
697,17
698,5
699,8
700,8
701,15
702,14
703,8
704,16
705,6
706,8
707,17
708,8
709,1
710,29
711,28
712,7
713,8
714,31
715,6
716,0
717,6
718,12
719,12
720,19
721,7
722,7
723,0
724,19
725,7
726,8
727,7
728,8
729,7
730,7
731,7
732,7
733,7
734,7
735,7
736,12
737,7
738,12
739,28
740,7
741,28
742,25
743,8
744,1
745,8
746,8
747,31
748,13
749,17
750,25
751,1
752,15
753,8
754,8
755,8
756,22
757,8
758,16
759,28
760,11
761,8
762,9
763,25
764,5
765,28
766,8
767,12
768,29
769,0
770,18
771,8
772,16
773,28
774,7
775,8
776,8
777,7
778,8
779,8
780,8
781,8
782,0
783,8
784,8
785,10
786,1
787,16
788,28
789,11
790,7
791,0
792,7
793,0
794,8
795,7
796,0
797,8
798,8
799,8
800,8
801,8
802,12
803,8
804,8
805,25
806,8
807,7
808,8
809,7
810,12
811,12
812,8
813,8
814,12
815,8
816,10
817,7
818,25
819,16
820,8
821,8
822,25
823,7
824,2
825,7
826,8
827,8
828,0
829,8
830,8
831,8
832,19
833,1
834,8
835,12
836,8
837,19
838,25
839,8
840,8
841,3
842,8
843,0
844,0
845,8
846,1
847,8
848,1
849,1
850,31
851,8
852,13
853,6
854,8
855,6
856,1
857,6
858,9
859,0
860,5
861,6
862,21
863,6
864,11
865,6
866,0
867,0
868,12
869,23
870,8
871,9
872,9
873,21
874,8
875,1
876,0
877,0
878,12
879,8
880,11
881,8
882,6
883,8
884,8
885,8
886,6
887,12
888,6
889,3
890,21
891,8
892,0
893,0
894,7
895,9
896,16
897,7
898,11
899,8
900,25
901,21
902,12
903,8
904,9
905,0
906,19
907,2
908,6
909,31
910,8
911,8
912,1
913,1
914,8
915,8
916,8
917,9
918,9
919,8
920,8
921,5
922,8
923,9
924,12
925,9
926,7
927,7
928,8
929,21
930,8
931,31
932,15
933,8
934,9
935,9
936,3
937,16
938,24
939,24
940,24
941,16
942,16
943,16
944,24
945,7
946,23
947,11
948,10
949,1
950,19
951,16
952,13
953,21
954,16
955,24
956,24
957,24
958,24
959,13
960,9
961,16
962,16
963,16
964,23
965,17
966,17
967,2
968,10
969,3
970,12
971,2
972,1
973,1
974,9
975,9
976,10
977,23
978,11
979,29
980,16
981,24
982,24
983,20
984,4
985,29
986,15
987,23
988,10
989,23
990,11
991,15
992,7
993,5
994,12
995,13
996,18
997,7
998,17
999,9
1000,7
1001,26
1002,7
1003,14
1004,17
1005,5
1006,3
1007,28
1008,0
1009,11
1010,10
1011,11
1012,12
1013,16
1014,9
1015,9
1016,15
1017,0
1018,11
1019,31
1020,24
1021,7
1022,16
1023,12
1024,21
1025,3
1026,20
1027,11
1028,11
1029,5
1030,18
1031,9
1032,17
1033,11
1034,26
1035,17
1036,14
1037,17
1038,24
1039,0
1040,3
1041,12
1042,0
1043,12
1044,16
1045,12
1046,12
1047,25
1048,7
1049,7
1050,4
1051,23
1052,22
1053,12
1054,11
1055,11
1056,9
1057,10
1058,24
1059,11
1060,24
1061,12
1062,9
1063,9
1064,24
1065,16
1066,15
1067,9
1068,13
1069,18
1070,5
1071,17
1072,17
1073,26
1074,17
1075,17
1076,14
1077,3
1078,11
1079,13
1080,8
1081,3
1082,20
1083,12
1084,4
1085,12
1086,12
1087,7
1088,11
1089,25
1090,13
1091,10
1092,9
1093,23
1094,23
1095,15
1096,12
1097,13
1098,25
1099,7
1100,9
1101,9
1102,10
1103,2
1104,3
1105,7
1106,10
1107,18
1108,5
1109,17
1110,26
1111,11
1112,2
1113,14
1114,17
1115,9
1116,3
1117,13
1118,10
1119,21
1120,9
1121,16
1122,3
1123,7
1124,11
1125,2
1126,24
1127,0
1128,11
1129,5
1130,7
1131,9
1132,13
1133,13
1134,9
1135,25
1136,10
1137,11
1138,13
1139,28
1140,7
1141,2
1142,28
1143,16
1144,16
1145,29
1146,25
1147,11
1148,16
1149,23
1150,5
1151,12
1152,15
1153,12
1154,10
1155,16
1156,5
1157,9
1158,22
1159,10
1160,18
1161,5
1162,26
1163,26
1164,12
1165,15
1166,5
1167,22
1168,24
1169,22
1170,22
1171,19
1172,22
1173,22
1174,22
1175,22
1176,22
1177,22
1178,22
1179,22
1180,22
1181,22
1182,22
1183,22
1184,22
1185,22
1186,22
1187,24
1188,24
1189,9
1190,9
1191,19
1192,23
1193,22
1194,22
1195,24
1196,19
1197,18
1198,26
1199,9
1200,19
1201,22
1202,19
1203,25
1204,2
1205,19
1206,23
1207,18
1208,30
1209,19
1210,26
1211,1
1212,1
1213,11
1214,19
1215,22
1216,22
1217,23
1218,2
1219,11
1220,11
1221,9
1222,9
1223,9
1224,1
1225,19
1226,9
1227,18
1228,21
1229,11
1230,19
1231,21
1232,17
1233,26
1234,14
1235,19
1236,12
1237,19
1238,18
1239,17
1240,26
1241,14
1242,11
1243,23
1244,20
1245,9
1246,11
1247,13
1248,18
1249,26
1250,14
1251,31
1252,9
1253,9
1254,18
1255,30
1256,30
1257,26
1258,14
1259,30
1260,9
1261,18
1262,8
1263,14
1264,24
1265,3
1266,18
1267,10
1268,7
1269,26
1270,14
1271,22
1272,31
1273,21
1274,30
1275,18
1276,26
1277,14
1278,9
1279,18
1280,14
1281,9
1282,18
1283,26
1284,14
1285,16
1286,16
1287,16
1288,9
1289,9
1290,22
1291,16
1292,16
1293,16
1294,16
1295,16
1296,16
1297,16
1298,16
1299,16
1300,16
1301,21
1302,31
1303,2
1304,22
1305,31
1306,22
1307,10
1308,31
1309,31
1310,31
1311,2
1312,0
1313,2
1314,31
1315,2
1316,29
1317,11
1318,28
1319,31
1320,12
1321,7
1322,9
1323,30
1324,11
1325,23
1326,7
1327,2
1328,31
1329,18
1330,31
1331,31
1332,19
1333,15
1334,31
1335,3
1336,28
1337,15
1338,23
1339,31
1340,7
1341,9
1342,17
1343,21
1344,15
1345,9
1346,26
1347,23
1348,31
1349,31
1350,15
1351,9
1352,28
1353,9
1354,22
1355,22
1356,31
1357,7
1358,28
1359,26
1360,6
1361,29
1362,31
1363,15
1364,7
1365,12
1366,12
1367,12
1368,24
1369,21
1370,12
1371,8
1372,10
1373,10
1374,2
1375,31
1376,10
1377,8
1378,21
1379,23
1380,10
1381,3
1382,15
1383,23
1384,23
1385,27
1386,25
1387,10
1388,23
1389,8
1390,23
1391,10
1392,4
1393,31
1394,13
1395,2
1396,21
1397,0
1398,29
1399,10
1400,16
1401,13
1402,3
1403,23
1404,11
1405,22
1406,2
1407,7
1408,24
1409,31
1410,15
1411,3
1412,23
1413,16
1414,1
1415,0
1416,0
1417,0
1418,9
1419,24
1420,31
1421,24
1422,1
1423,23
1424,10
1425,28
1426,11
1427,31
1428,3
1429,16
1430,0
1431,24
1432,4
1433,7
1434,13
1435,21
1436,4
1437,9
1438,21
1439,4
1440,25
1441,4
1442,21
1443,11
1444,13
1445,4
1446,4
1447,22
1448,15
1449,4
1450,4
1451,2
1452,4
1453,30
1454,30
1455,30
1456,4
1457,30
1458,30
1459,30
1460,12
1461,30
1462,13
1463,4
1464,30
1465,11
1466,30
1467,30
1468,31
1469,30
1470,30
1471,18
1472,30
1473,30
1474,18
1475,4
1476,9
1477,9
1478,15
1479,30
1480,30
1481,30
1482,25
1483,11
1484,7
1485,10
1486,30
1487,30
1488,30
1489,18
1490,4
1491,21
1492,4
1493,7
1494,7
1495,12
1496,30
1497,4
1498,15
1499,11
1500,15
1501,16
1502,7
1503,9
1504,0
1505,11
1506,7
1507,22
1508,31
1509,2
1510,30
1511,16
1512,11
1513,9
1514,30
1515,12
1516,23
1517,25
1518,8
1519,11
1520,30
1521,4
1522,21
1523,9
1524,5
1525,20
1526,9
1527,5
1528,5
1529,5
1530,5
1531,27
1532,5
1533,5
1534,30
1535,30
1536,5
1537,0
1538,0
1539,5
1540,27
1541,5
1542,30
1543,27
1544,5
1545,10
1546,2
1547,30
1548,29
1549,5
1550,5
1551,5
1552,5
1553,27
1554,5
1555,5
1556,5
1557,27
1558,10
1559,21
1560,12
1561,31
1562,24
1563,1
1564,17
1565,3
1566,3
1567,12
1568,10
1569,22
1570,22
1571,22
1572,10
1573,22
1574,13
1575,16
1576,22
1577,22
1578,22
1579,22
1580,0
1581,5
1582,22
1583,12
1584,24
1585,22
1586,17
1587,5
1588,22
1589,22
1590,22
1591,15
1592,22
1593,22
1594,22
1595,22
1596,22
1597,22
1598,5
1599,22
1600,22
1601,19
1602,22
1603,22
1604,19
1605,22
1606,22
1607,22
1608,24
1609,22
1610,2
1611,22
1612,22
1613,22
1614,22
1615,22
1616,22
1617,10
1618,22
1619,22
1620,0
1621,10
1622,11
1623,22
1624,22
1625,22
1626,22
1627,22
1628,22
1629,22
1630,22
1631,22
1632,22
1633,22
1634,22
1635,22
1636,24
1637,22
1638,22
1639,22
1640,22
1641,22
1642,22
1643,22
1644,22
1645,22
1646,22
1647,22
1648,22
1649,22
1650,16
1651,22
1652,22
1653,22
1654,22
1655,1
1656,9
1657,22
1658,12
1659,7
1660,22
1661,3
1662,24
1663,5
1664,24
1665,24
1666,16
1667,16
1668,20
1669,1
1670,1
1671,16
1672,24
1673,1
1674,10
1675,1
1676,16
1677,27
1678,5
1679,17
1680,11
1681,18
1682,17
1683,9
1684,26
1685,14
1686,21
1687,21
1688,3
1689,5
1690,17
1691,17
1692,31
1693,31
1694,25
1695,17
1696,5
1697,17
1698,17
1699,9
1700,25
1701,16
1702,7
1703,0
1704,5
1705,2
1706,31
1707,29
1708,15
1709,31
1710,15
1711,15
1712,25
1713,21
1714,21
1715,1
1716,11
1717,19
1718,25
1719,2
1720,1
1721,17
1722,25
1723,31
1724,11
1725,3
1726,21
1727,9
1728,21
1729,25
1730,31
1731,10
1732,31
1733,27
1734,31
1735,0
1736,9
1737,10
1738,31
1739,18
1740,17
1741,11
1742,26
1743,4
1744,9
1745,3
1746,15
