seed,reference_seed,n_rows,is_sample_run,ARI_vs_seed42,NMI_vs_seed42
7,42,100000,False,0.3501380042691945,0.5505969540702007
13,42,100000,False,0.3837969445096879,0.5625858014586091
21,42,100000,False,0.39841426627693144,0.5522112337841524
100,42,100000,False,0.3413778049667142,0.5444058970259024
