row_index,label
0,24
1,8
2,24
3,17
4,14
5,27
6,9
7,17
8,17
9,17
10,17
11,27
12,27
13,17
14,1
15,24
16,27
17,14
18,24
19,17
20,17
21,17
22,3
23,26
24,27
25,19
26,30
27,1
28,18
29,10
30,30
31,31
32,20
33,9
34,3
35,29
36,9
37,14
38,9
39,17
40,17
41,20
42,9
43,17
44,17
45,8
46,17
47,25
48,9
49,18
50,24
51,17
52,18
53,18
54,3
55,25
56,3
57,27
58,22
59,17
60,29
61,10
62,17
63,29
64,19
65,14
66,14
67,9
68,27
69,14
70,9
71,21
72,7
73,9
74,6
75,26
76,29
77,14
78,29
79,12
80,11
81,20
82,3
83,19
84,15
85,28
86,29
87,14
88,17
89,30
90,0
91,26
92,17
93,20
94,17
95,20
96,17
97,17
98,17
99,27
100,3
101,30
102,17
103,18
104,30
105,17
106,26
107,14
108,18
109,17
110,14
111,20
112,30
113,18
114,3
115,17
116,18
117,18
118,14
119,18
120,20
121,15
122,3
123,8
124,25
125,20
126,4
127,28
128,24
129,18
130,30
131,24
132,24
133,18
134,12
135,17
136,17
137,17
138,20
139,17
140,9
141,27
142,4
143,9
144,23
145,7
146,1
147,12
148,12
149,17
150,9
151,6
152,8
153,29
154,29
155,23
156,28
157,30
158,3
159,27
160,30
161,14
162,17
163,11
164,3
165,23
166,18
167,23
168,18
169,17
170,20
171,26
172,30
173,14
174,0
175,11
176,25
177,11
178,23
179,12
180,15
181,17
182,31
183,20
184,24
185,21
186,27
187,4
188,1
189,1
190,7
191,8
192,9
193,6
194,27
195,20
196,9
197,19
198,8
199,1
200,9
201,17
202,8
203,9
204,21
205,8
206,8
207,8
208,31
209,8
210,17
211,17
212,8
213,8
214,8
215,8
216,8
217,10
218,8
219,8
220,8
221,8
222,17
223,17
224,9
225,9
226,8
227,9
228,25
229,9
230,8
231,8
232,9
233,23
234,8
235,17
236,11
237,23
238,23
239,30
240,25
241,15
242,8
243,18
244,20
245,9
246,9
247,17
248,19
249,14
250,19
251,14
252,28
253,9
254,27
255,21
256,1
257,23
258,31
259,8
260,29
261,29
262,8
263,8
264,27
265,30
266,21
267,29
268,29
269,8
270,25
271,30
272,23
273,26
274,29
275,5
276,19
277,20
278,29
279,29
280,12
281,9
282,3
283,27
284,29
285,21
286,20
287,7
288,26
289,6
290,29
291,11
292,29
293,8
294,15
295,23
296,28
297,27
298,27
299,19
