id,label
341,4
342,5
343,1
344,1
345,3
346,4
347,2
348,6
349,1
350,1
351,4
352,1
353,4
354,4
355,0
356,4
357,6
358,1
359,2
360,7
361,4
362,1
363,5
364,1
365,2
366,4
367,1
368,1
369,2
370,6
371,4
372,2
373,2
374,2
375,4
376,0
377,1
378,2
379,0
380,3
381,5
382,1
383,4
384,5
385,3
386,1
387,0
388,6
389,2
390,7
391,4
392,1
393,2
394,3
395,7
396,5
397,2
398,1
399,1
400,3
401,5
402,3
403,6
404,4
405,1
406,2
407,1
408,5
409,1
410,4
411,1
412,2
413,1
414,1
415,4
416,1
417,5
418,4
419,3
420,1
421,3
422,6
423,3
424,2
425,7
426,2
427,6
428,1
429,3
430,3
431,1
432,4
433,1
434,2
435,1
436,2
437,5
438,4
439,0
440,7
441,4
442,2
443,3
444,5
445,5
446,5
447,7
448,7
449,4
450,4
451,3
452,4
453,5
454,4
455,3
456,4
457,4
458,3
459,6
460,4
461,7
462,1
463,2
464,1
465,3
466,2
467,1
468,7
469,7
470,4
471,1
472,2
473,1
474,3
475,7
476,1
477,2
478,4
479,1
480,4
481,7
482,6
483,4
484,5
485,2
486,2
487,2
488,4
489,7
490,4
491,3
492,6
493,2
494,5
495,3
496,2
497,1
498,5
499,5
500,1
501,7
502,7
503,0
504,3
505,4
506,0
507,1
508,4
509,5
510,5
511,4
512,0
513,5
514,7
515,5
516,4
517,4
518,4
519,5
520,3
521,0
522,4
523,0
524,5
525,0
526,6
527,4
528,7
529,2
530,2
531,4
532,5
533,2
534,2
535,5
536,4
537,6
538,1
539,1
540,4
541,1
542,6
543,4
544,3
545,2
546,7
547,1
548,2
549,6
550,1
551,0
552,1
553,5
554,5
555,7
556,4
557,4
558,6
559,3
560,4
561,6
562,5
563,0
564,6
565,4
566,2
567,4
568,0
569,5
570,6
571,6
572,3
573,1
574,5
575,3
576,2
577,6
578,3
579,5
580,4
581,6
582,7
583,5
584,7
585,4
586,0
587,3
588,1
589,3
590,1
591,0
592,1
593,4
594,6
595,4
596,1
597,1
598,3
599,3
600,4
601,7
602,1
603,3
604,5
605,4
606,0
607,3
608,2
609,0
610,4
611,5
612,6
613,4
614,6
615,1
616,1
617,2
618,3
619,4
620,4
621,5
622,7
623,4
624,1
625,2
626,1
627,6
628,4
629,0
630,2
631,2
632,4
633,4
634,7
635,2
636,5
637,3
638,2
639,4
640,7
641,2
642,6
643,7
644,6
645,5
646,5
647,6
648,4
649,0
650,1
651,4
652,2
653,6
654,5
655,5
656,4
657,4
658,7
659,2
660,1
661,5
662,3
663,4
664,0
665,3
666,3
667,0
668,2
669,5
670,5
671,7
672,4
673,1
674,1
675,2
676,2
677,0
678,3
679,7
680,7
681,4
682,4
683,1
684,3
685,1
686,3
687,1
688,4
689,5
690,4
691,1
692,0
693,5
694,2
695,5
696,1
697,1
698,4
699,2
700,1
701,7
702,3
703,6
704,6
705,1
706,2
707,2
708,0
709,4
710,0
711,0
712,3
713,6
714,1
715,3
716,4
717,4
718,1
719,3
720,0
721,5
722,6
723,6
724,1
725,1
726,2
727,3
728,0
729,5
730,4
731,5
732,1
733,0
734,2
735,2
736,4
737,3
738,2
739,7
740,5
741,3
742,2
743,4
744,1
745,6
746,4
747,0
748,2
749,3
750,2
751,4
752,5
753,4
754,4
755,4
756,2
757,5
758,2
759,5
760,0
761,4
762,3
763,4
764,1
765,4
766,1
767,0
768,2
769,5
770,4
771,4
772,2
773,2
774,4
775,3
776,1
777,3
778,4
779,7
780,4
781,3
782,5
783,6
784,2
785,4
786,5
787,4
788,7
789,7
790,2
791,3
792,4
793,2
794,4
795,7
796,4
797,2
798,2
799,1
800,6
801,3
802,4
803,2
804,3
805,2
806,1
807,4
808,6
809,5
810,6
811,3
812,5
813,3
814,0
815,5
816,1
817,5
818,4
819,2
820,4
821,1
822,1
823,1
824,2
825,4
826,5
827,4
828,4
829,3
830,1
831,6
832,6
833,5
834,7
835,4
836,2
837,1
838,5
839,0
840,4
841,2
842,3
843,1
844,2
845,4
846,4
847,4
848,2
849,4
850,4
851,1
852,5
853,4
854,1
855,5
856,0
857,1
858,0
859,3
860,2
861,1
862,4
863,6
864,2
865,4
866,0
867,3
868,5
869,2
870,1
871,3
872,2
873,1
874,2
875,2
876,3
877,5
878,1
879,5
880,2
881,7
882,6
883,1
884,4
885,3
886,4
887,1
888,3
889,6
890,3
891,7
892,1
893,1
894,5
895,1
896,3
897,6
898,1
899,6
900,1
901,0
902,6
903,5
904,4
905,0
906,6
907,2
908,7
909,3
910,3
911,2
912,1
913,0
914,6
915,3
916,2
917,3
918,2
919,2
920,4
921,4
922,5
923,1
924,2
925,7
926,2
927,5
928,2
929,2
930,6
931,4
932,4
933,3
934,5
935,1
936,4
937,3
938,7
939,3
940,2
941,0
942,6
943,3
944,1
945,2
946,4
947,2
948,4
949,1
950,3
951,1
952,1
953,7
954,1
955,2
956,3
957,5
958,5
959,6
960,0
961,3
962,3
963,2
964,4
965,4
966,2
967,0
968,1
969,4
970,7
971,4
972,6
973,5
974,2
975,7
976,7
977,4
978,2
979,7
980,5
981,1
982,5
983,0
984,0
985,2
986,1
987,1
988,7
989,1
990,5
991,1
992,6
