algo,param,silhouette,dbi,coverage_pct,n_clusters,silhouette_sample
agg_ward_k8,,-0.06169536011777329,8.77462478852228,100.0,8,1000
clara_k8_m10000_t5,,0.28052498219794064,1.474884045145688,100.0,8,1000
gmm_k8,,0.12717510516255437,2.0542467689531296,100.0,8,1000
hdbscan_minsize50,,0.6762296247842927,0.9639069969187971,22.220000000000002,2,1000
minibatch_k8,,0.27133437472086464,1.5040916279696668,100.0,8,1000
mst_k8,,-0.05064536029342027,0.36085247172790647,100.0,8,1000
