x,y
-14.512238,1.4131786
12.833081,3.239411
1.7310051,-11.33528
-5.547252,-1.6555209
-2.2720902,6.1431212
-12.952494,6.1736264
4.7042327,-10.491489
-0.2648102,-12.282794
-0.70968264,14.293816
18.659285,-3.7847927
-3.330081,6.420257
-4.6127234,9.294903
-2.7479594,12.5859
20.569906,0.086644426
-0.45156983,5.756002
-5.74649,-16.718925
-6.505388,12.578225
1.810631,-9.951051
-9.702903,6.28944
6.0567746,2.4187872
-4.781072,-20.475676
14.555148,17.373535
6.053799,-10.660965
-0.16064662,-16.773472
14.229567,-7.9089155
-5.1304626,-8.947991
-4.273008,7.9266567
15.193372,21.2458
-15.787571,0.8381273
-6.71655,8.574757
13.308475,-7.826168
-6.470643,13.906382
-2.3160107,3.8577838
-0.8931856,13.838889
-15.258627,5.655003
6.5277023,-8.650715
8.537992,-7.0246515
-17.175184,0.9203913
3.687895,20.554
-5.597131,-14.063699
-6.861691,-6.729042
9.023727,-9.879096
-1.4319636,-10.999258
19.40446,-6.597576
-13.584812,2.1562214
-19.488653,4.954414
32.87796,0.94458646
9.239436,-2.8347452
6.853635,-10.66475
-8.599492,-2.953271
9.680938,-5.1337724
-18.04037,-1.9602375
2.167136,-14.938666
-9.568038,3.252295
-5.215273,14.705774
3.6105626,13.366322
-9.035182,5.927051
-4.9213786,-11.465085
-4.82669,-3.5742514
10.23704,-12.018414
-1.0311626,-10.148027
-4.632276,-0.93820065
-2.3586764,-15.9147
20.007692,-5.482407
-13.49803,7.747318
-1.1081216,10.676859
-5.274486,5.9517417
3.9586241,-11.525284
-3.933797,-18.334867
15.832807,-3.3762338
-6.189572,-15.962395
5.774307,6.793461
-3.1079903,-15.410377
-0.2689732,-8.5224495
-10.653767,5.012516
-0.517814,0.76715726
10.13384,-8.225678
-0.23940007,-11.545162
12.205248,-6.690227
2.8641539,12.472022
1.7078913,-4.649879
-15.0426855,6.0736585
2.1477454,5.6131835
3.9533267,9.947365
11.073593,-6.939548
13.277952,-7.0089474
8.545924,-5.4836106
