variant,algorithm,feature_space,fit_n_rows,eval_n_rows,is_sample_run,n_total_dims,n_text_dims,n_aux_dims,aux_groups,aux_weight,coverage_pct,n_clusters,silhouette,silhouette_metric,silhouette_sample_size,dbi,notes
text_pca64_only,clara_k8,text_pca64_only,15000,15000,True,64,64,0,none,0.0,100.0,8,0.016959447413682938,cosine,10000,5.358451197472995,CLARA true via sklearn_extra.cluster.CLARA; n_sampling=2048; n_sampling_iter=5
