feature_space,algorithm,k,fit_n_rows,eval_n_rows,coverage_pct,n_clusters,silhouette_cosine,silhouette_euclidean,dbi,calinski_harabasz,inertia,negative_silhouette_pct,silhouette_p10,silhouette_p25,silhouette_median,silhouette_p75,silhouette_p90,largest_cluster_pct,top3_cluster_pct,top5_cluster_pct,min_cluster_size,median_cluster_size,max_cluster_size,normalized_entropy,gini,n_clusters_lt_100,n_clusters_lt_500,low_interpretability_clusters,publisher_warning_count,stock_warning_count,notes
text_pca256_only,MiniBatchKMeans,40,100000,10000,100.0,40,0.018633738160133362,-0.11302269250154495,4.908354105932178,19.419275030404265,23976928.0,70.38,-0.08669896125793457,-0.05990312900394201,-0.03477833233773708,0.01748607074841857,0.16924229115247727,16.341,46.135999999999996,59.282999999999994,1,845.0,16341,0.7698663317326783,0.6716000000000002,3,14,0,29,1,
